,,,,Réponse,,,,,,"Cellule à µm",,,,,,
,,,,"Noci mécanique : NO (RR)",,,,,,Antidromique:NO,,,,,,
,,,,"Noci thermique : NO (50:RL)",,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,,Réponse,,,,,,
,,,,"Cellule B à 8730 µm",,,,,,"Noci mécanique : NO (FR/T)",,,,,,
,,,,Antidromique:NO,,,,,,"Noci thermique : NO (50:FL/RL)",,,,,,
,,,,"Fréquence spontanée = 0-5 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : OFF (FR)",,,,,,,,,,,,
,,,,"Noci thermique : OFF (50:RL/FL/RR)",,,,,,,,,,,,
,,,,"Noci thermique : Neut (44:FL)",,,,,,,,,,,,
,,,,"Tactile : Neut",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule à 9300 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 5 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : NO (FR)",,,,,,,,,,,,
,,,,"Noci thermique : NO (50:FL)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
15H40,"5,4 mm",,"1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 12 MΩ ; Ri = 18 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
16H10,"4,8 mm",,"1 mm","Cellule C à 8960 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 0-5 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : ",,,,,,,,,,,,
,,,,"Noci thermique : ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Variable en fonction du niveau",,,,,,,,,,,,
,,,,"d'activité spontanée",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Injection à 3 nA pdt 6 min 30 sec",,,,,,,,,,,,
,,,,"Fin injection à 17H00",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
17H20,"5,2 mm",,"1 mm (D)","Cellule à 8640 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 15 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : OFF (RR)",,,,,,,,,,,,
,,,,"Noci thermique : OFF (50:FL)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule à 9170 µm",,,,,,,,,,,,
,,,,"Antidromique: NO",,,,,,,,,,,,
,,,,"Fréquence spontanée = 1-2 Hz (reg)",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : ON (FR/RR) léger",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Noci thermique : ON (50:RR)",,,,,,,,,,,,
,,,,"Noci thermique : Neut (50:FL)",,,,,,,,,,,,
,,,,"Perdue @ injection ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
17H20,"5 mm",,"1 mm (D)",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Perf @ 18H45",,,,,,,,,,,,
